`201120120SB1077`	106667083	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:29	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1077`	106667084	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:29	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1078`	106667085	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:29	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1078`	106667086	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:29	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1079`	106667087	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:29	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1079`	106667088	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:29	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1080`	106667089	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:29	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1084`	106667097	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:30	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1084`	106667098	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:30	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1085`	106667099	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:30	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1085`	106667100	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:30	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1087`	106667305	2012-02-15 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 17:20:30	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1089`	106667307	2012-02-15 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 17:20:40	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1088`	106667306	2012-02-15 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 17:20:38	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1090`	106667308	2012-02-15 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 17:20:48	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1091`	106667309	2012-02-15 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 17:20:58	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1092`	106667310	2012-02-15 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 17:21:00	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120ACR109`	106667069	2012-02-14 00:00:00	`Introduced.  To print.`	`LEG_ESI`	2012-02-15 09:22:47	1	`104`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120ACR109`	106667070	2012-02-15 00:00:00	`From printer.`	`LEG_ESI`	2012-02-15 09:22:47	2	`4`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120ACR110`	106667071	2012-02-14 00:00:00	`Introduced.  To print.`	`LEG_ESI`	2012-02-15 09:22:47	1	`104`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120ACR110`	106667072	2012-02-15 00:00:00	`From printer.`	`LEG_ESI`	2012-02-15 09:22:47	2	`4`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AJR27`	106667073	2012-02-14 00:00:00	`Introduced.  To print.`	`LEG_ESI`	2012-02-15 09:22:47	1	`104`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AJR27`	106667074	2012-02-15 00:00:00	`From printer.`	`LEG_ESI`	2012-02-15 09:22:47	2	`4`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120SB1074`	106667077	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:28	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1074`	106667078	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:29	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1075`	106667079	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:29	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1075`	106667080	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:29	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120AB1658`	106667007	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:28	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1658`	106667008	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:28	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1659`	106667009	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:28	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1659`	106667010	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:28	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1660`	106667011	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:28	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1660`	106667012	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:28	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1661`	106667013	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:29	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1671`	106667034	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:30	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1672`	106667035	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:30	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1672`	106667036	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:30	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1673`	106667037	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:30	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1673`	106667038	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:30	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1674`	106667039	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:30	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1674`	106667040	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:30	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1675`	106667041	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:31	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1675`	106667042	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:31	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1682`	106667055	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:32	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1682`	106667056	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:32	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1683`	106667057	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:32	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1683`	106667058	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:32	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1684`	106667059	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:32	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1684`	106667060	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:32	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1685`	106667061	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:32	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1685`	106667062	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:32	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1686`	106667063	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:32	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1686`	106667064	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:32	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1687`	106667065	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:32	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1687`	106667066	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:32	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1681`	106667053	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:31	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1681`	106667054	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:31	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1688`	106667067	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:32	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1688`	106667068	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:32	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120SB1080`	106667090	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:29	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1081`	106667091	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:29	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1081`	106667092	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:29	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1082`	106667093	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:29	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1082`	106667094	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:29	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1083`	106667095	2012-02-14 00:00:00	`Introduced.  Read first time.  To Com. on RLS. for assignment.  To print.`	`LEG_ESI`	2012-02-15 10:24:29	1	`126`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120SB1083`	106667096	2012-02-15 00:00:00	`From printer. May be acted upon on or after March  16.`	`LEG_ESI`	2012-02-15 10:24:29	2	`4`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120AB1676`	106667043	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:31	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1676`	106667044	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:31	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1677`	106667045	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:31	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1677`	106667046	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:31	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1678`	106667047	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:31	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1678`	106667048	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:31	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1679`	106667049	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:31	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1679`	106667050	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:31	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1680`	106667051	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:31	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1680`	106667052	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:31	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1661`	106667014	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:29	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1662`	106667015	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:29	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1662`	106667016	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:29	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1663`	106667017	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:29	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1663`	106667018	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:29	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1664`	106667019	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:29	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1664`	106667020	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:29	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1665`	106667021	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:29	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1665`	106667022	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:29	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1666`	106667023	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:29	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1666`	106667024	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:29	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1667`	106667025	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:29	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1667`	106667026	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:29	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1668`	106667027	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:29	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1668`	106667028	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:30	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1669`	106667029	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:30	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1669`	106667030	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:30	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1670`	106667031	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:30	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1670`	106667032	2012-02-15 00:00:00	`From printer.  May be heard in committee  March  16.`	`LEG_ESI`	2012-02-15 09:22:30	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1671`	106667033	2012-02-14 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 09:22:30	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB484`	106667119	2011-02-15 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 11:03:58	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB484`	106667120	2011-02-16 00:00:00	`From printer.  May be heard in committee  March  18.`	`LEG_ESI`	2012-02-15 11:03:58	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB484`	106667121	2011-03-03 00:00:00	`Referred to Coms. on  W., P. & W. and  L. GOV.`	`LEG_ESI`	2012-02-15 11:03:58	3	`504`	`Applied`	`Assembly`	`Committee`	`CX24`	`In Committee Process`
`201120120AB484`	106667122	2011-03-25 00:00:00	`From committee: Do pass as amended and re-refer to Com. on  L. GOV. (Ayes 13. Noes  0.) (March  22).`	`LEG_ESI`	2012-02-15 11:03:58	4	`11`	`Applied`	`Assembly`	`Floor`	`Second Reading`	`In Floor Process`
`201120120AB484`	106667123	2011-03-29 00:00:00	`Read second time and amended.`	`LEG_ESI`	2012-02-15 11:03:58	5	`21`	`Applied`	`Assembly`	`E&E`	`Engrossing`	`In Floor Process`
`201120120AB484`	106667124	2011-03-30 00:00:00	`Re-referred to Com. on  L. GOV.`	`LEG_ESI`	2012-02-15 11:03:58	6	`30`	`Applied`	`Assembly`	`Committee`	`CX15`	`In Committee Process`
`201120120AB484`	106667125	2011-04-07 00:00:00	`From committee: Do pass and re-refer to Com. on  APPR. with recommendation: to consent calendar. (Ayes  9. Noes  0.) (April  6). Re-referred to Com. on  APPR.`	`LEG_ESI`	2012-02-15 11:03:58	7	`7`	`Applied`	`Assembly`	`Committee`	`CX25`	`In Committee Process`
`201120120AB1081`	106667153	2011-02-20 00:00:00	`From printer.  May be heard in committee  March  22.`	`LEG_ESI`	2012-02-15 13:14:38	2	`3`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB1081`	106667154	2011-03-25 00:00:00	`Referred to Com. on  PUB. S.`	`LEG_ESI`	2012-02-15 13:14:38	3	`2`	`Applied`	`Assembly`	`Committee`	`CX18`	`In Committee Process`
`201120120AB1081`	106667155	2011-04-15 00:00:00	`From committee chair, with author's amendments:  Amend, and re-refer to Com. on  PUB. S. Read second time and amended.`	`LEG_ESI`	2012-02-15 13:14:38	4	`5`	`Applied`	`Assembly`	`E&E`	`Engrossing`	`In Desk Process`
`201120120AB1081`	106667156	2011-04-25 00:00:00	`Re-referred to Com. on  PUB. S.`	`LEG_ESI`	2012-02-15 13:14:38	5	`30`	`Applied`	`Assembly`	`Committee`	`CX18`	`In Committee Process`
`201120120AB1081`	106667157	2011-04-27 00:00:00	`From committee: Do pass and re-refer to Com. on  APPR. (Ayes  5. Noes  2.) (April  26). Re-referred to Com. on  APPR.`	`LEG_ESI`	2012-02-15 13:14:38	6	`6`	`Applied`	`Assembly`	`Committee`	`CX25`	`In Committee Process`
`201120120AB1081`	106667158	2011-05-16 00:00:00	`From committee chair, with author's amendments:  Amend, and re-refer to Com. on  APPR. Read second time and amended.`	`LEG_ESI`	2012-02-15 13:14:38	7	`5`	`Applied`	`Assembly`	`E&E`	`Engrossing`	`In Desk Process`
`201120120AB1081`	106667159	2011-05-17 00:00:00	`Re-referred to Com. on  APPR.`	`LEG_ESI`	2012-02-15 13:14:38	8	`30`	`Applied`	`Assembly`	`Committee`	`CX25`	`In Committee Process`
`201120120AB1081`	106667160	2011-05-18 00:00:00	`From committee:  Do pass. (Ayes 11. Noes  5.) (May  18).`	`LEG_ESI`	2012-02-15 13:14:38	9	`8`	`Applied`	`Assembly`	`Floor`	`Second Reading`	`In Floor Process`
`201120120AB1081`	106667161	2011-05-19 00:00:00	`Read second time. Ordered to third reading.`	`LEG_ESI`	2012-02-15 13:14:38	10	`23`	`Applied`	`Assembly`	`Floor`	`Third Reading`	`In Floor Process`
`201120120AB1081`	106667162	2011-05-26 00:00:00	`Read third time. Passed. Ordered to the Senate. (Ayes 47. Noes 26. Page 1557.)`	`LEG_ESI`	2012-02-15 13:14:38	11	`41`	`Applied`	`Assembly`	`E&E`	`Engrossing`	`Passed`
`201120120AB1081`	106667163	2011-05-26 00:00:00	`In Senate.  Read first time.  To Com. on RLS. for assignment.`	`LEG_ESI`	2012-02-15 13:14:38	12	`112`	`Applied`	`Senate`	`Rules`	NULL	`Pending Referral`
`201120120AB1081`	106667164	2011-06-02 00:00:00	`Referred to Com. on  PUB. S.`	`LEG_ESI`	2012-02-15 13:14:38	13	`2`	`Applied`	`Senate`	`Committee`	`CS72`	`In Committee Process`
`201120120AB1081`	106667152	2011-02-18 00:00:00	`Read first time.  To print.`	`LEG_ESI`	2012-02-15 13:14:38	1	`1`	`Applied`	`Assembly`	`Desk`	NULL	`Pending Referral`
`201120120AB484`	106667128	2011-05-27 00:00:00	`Read second time and amended. Ordered to second reading.`	`LEG_ESI`	2012-02-15 11:03:58	9	`22`	`Applied`	`Assembly`	`Floor`	`Second Reading`	`In Floor Process`
