`201120120SB11`	`20112012`	`0`	`SB`	11	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB1198AMD`	`Y`	`HS_INT`	2012-02-01 15:16:39	`CS61`	`Desk`	`Senate`	`Died`	2011-01-06 00:00:00
`201120120SCR1`	`20112012`	`0`	`SCR`	1	`Chaptered`	`2010`	`CHR`	`0`	`1`	`20110SCR197CHP`	`Y`	`HS_INT`	2011-01-04 09:29:49	NULL	NULL	`Secretary of State`	`Chaptered`	NULL
`201120120HR3`	`20112012`	`0`	`HR`	3	`Introduced`	NULL	NULL	NULL	NULL	`20110HR399INT`	`Y`	`HS_INT`	2010-12-13 16:34:57	NULL	`Desk`	`Assembly`	`Passed`	NULL
`201120121AB1`	`20112012`	`1`	`AB`	1	`Introduced`	NULL	NULL	NULL	NULL	`20111AB199INT`	`Y`	`HS_INT`	2011-09-14 11:38:55	NULL	`Desk`	`Assembly`	`Died`	NULL
`201120121ACA1`	`20112012`	`1`	`ACA`	1	`Introduced`	NULL	NULL	NULL	NULL	`20111ACA199INT`	`Y`	`HS_INT`	2011-09-14 11:38:57	NULL	`Desk`	`Assembly`	`Died`	NULL
`201120120SCA4`	`20112012`	`0`	`SCA`	4	`Introduced`	NULL	NULL	NULL	NULL	`20110SCA499INT`	`Y`	`HS_INT`	2011-05-31 10:43:35	`Third Reading`	`Floor`	`Senate`	`In Floor Process`	2011-01-06 00:00:00
`201120120SCA5`	`20112012`	`0`	`SCA`	5	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SCA598AMD`	`Y`	`HS_INT`	2011-06-22 14:17:12	`CS45`	`Committee`	`Senate`	`In Committee Process`	2011-01-06 00:00:00
`201120120SR1`	`20112012`	`0`	`SR`	1	`Enrolled`	NULL	NULL	NULL	NULL	`20110SR198ENR`	`Y`	`HS_INT`	2011-01-04 09:27:59	NULL	`Desk`	`Senate`	`Passed`	NULL
`201120120SR2`	`20112012`	`0`	`SR`	2	`Enrolled`	NULL	NULL	NULL	NULL	`20110SR298ENR`	`Y`	`HS_INT`	2011-01-04 09:28:10	NULL	`Desk`	`Senate`	`Passed`	NULL
`201120120SR3`	`20112012`	`0`	`SR`	3	`Enrolled`	NULL	NULL	NULL	NULL	`20110SR398ENR`	`Y`	`HS_INT`	2011-01-04 09:28:59	NULL	`Desk`	`Senate`	`Passed`	NULL
`201120120ACA2`	`20112012`	`0`	`ACA`	2	`Introduced`	NULL	NULL	NULL	NULL	`20110ACA299INT`	`Y`	`HS_INT`	2011-04-14 10:41:50	`CX20`	`Committee`	`Assembly`	`In Committee Process`	2011-01-06 00:00:00
`201120120SR4`	`20112012`	`0`	`SR`	4	`Enrolled`	NULL	NULL	NULL	NULL	`20110SR498ENR`	`Y`	`HS_INT`	2011-01-06 15:41:40	NULL	`Desk`	`Senate`	`Passed`	NULL
`201120120AB3`	`20112012`	`0`	`AB`	3	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB397AMD`	`Y`	`HS_INT`	2012-02-01 11:15:58	`CX25`	`Desk`	`Assembly`	`Died`	2011-01-06 00:00:00
`201120120SB215`	`20112012`	`0`	`SB`	215	`Chaptered`	`2011`	`CHP`	`0`	`332`	`20110SB21596CHP`	`Y`	`HS_INT`	2011-09-27 11:58:56	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120SB198`	`20112012`	`0`	`SB`	198	`Introduced`	NULL	NULL	NULL	NULL	`20110SB19899INT`	`Y`	`HS_INT`	2012-02-06 14:09:15	`CS58`	`Desk`	`Senate`	`Died`	2011-03-11 00:00:00
`201120120SB193`	`20112012`	`0`	`SB`	193	`Chaptered`	`2011`	`CHP`	`0`	`303`	`20110SB19395CHP`	`Y`	`HS_INT`	2011-09-22 09:25:30	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-11 00:00:00
`201120120AB293`	`20112012`	`0`	`AB`	293	`Enrolled`	NULL	NULL	NULL	NULL	`20110AB29398ENR`	`Y`	`HS_INT`	2011-09-07 10:22:30	NULL	`Desk`	`Assembly`	`Vetoed`	2011-03-12 00:00:00
`201120120AB294`	`20112012`	`0`	`AB`	294	`Amended Senate`	NULL	NULL	NULL	NULL	`20110AB29497AMD`	`Y`	`HS_INT`	2011-09-02 11:35:12	`Inactive`	`Floor`	`Senate`	`In Floor Process`	2011-03-12 00:00:00
`201120120AB295`	`20112012`	`0`	`AB`	295	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB29598AMD`	`Y`	`HS_INT`	2012-02-02 12:27:16	`CX13`	`Desk`	`Assembly`	`Died`	2011-03-12 00:00:00
`201120120AB296`	`20112012`	`0`	`AB`	296	`Amended Senate`	NULL	NULL	NULL	NULL	`20110AB29695AMD`	`Y`	`HS_INT`	2011-08-25 16:12:57	`CS61`	`Committee`	`Senate`	`In Committee Process`	2011-03-12 00:00:00
`201120120AB297`	`20112012`	`0`	`AB`	297	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB29798AMD`	`Y`	`HS_INT`	2012-02-02 12:15:14	`CX33`	`Desk`	`Assembly`	`Died`	2011-03-12 00:00:00
`201120120AB298`	`20112012`	`0`	`AB`	298	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB29897AMD`	`Y`	`HS_INT`	2011-05-12 14:57:14	`CS64`	`Committee`	`Senate`	`In Committee Process`	2011-03-12 00:00:00
`201120120AB299`	`20112012`	`0`	`AB`	299	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB29998AMD`	`Y`	`HS_INT`	2012-02-02 12:20:23	`CX04`	`Desk`	`Assembly`	`Died`	2011-03-12 00:00:00
`201120120AB301`	`20112012`	`0`	`AB`	301	`Chaptered`	`2011`	`CHP`	`0`	`460`	`20110AB30194CHP`	`Y`	`HS_INT`	2011-10-05 09:18:46	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120SB216`	`20112012`	`0`	`SB`	216	`Chaptered`	`2011`	`CHP`	`0`	`521`	`20110SB21693CHP`	`Y`	`HS_INT`	2011-10-10 11:18:24	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120AB303`	`20112012`	`0`	`AB`	303	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB30398AMD`	`Y`	`HS_INT`	2012-02-01 11:17:42	`CX25`	`Desk`	`Assembly`	`Died`	2011-03-12 00:00:00
`201120120AB304`	`20112012`	`0`	`AB`	304	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB30498AMD`	`Y`	`HS_INT`	2012-02-02 12:34:00	`CX19`	`Desk`	`Assembly`	`Died`	2011-03-12 00:00:00
`201120120AB305`	`20112012`	`0`	`AB`	305	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB30597AMD`	`Y`	`HS_INT`	2012-02-01 11:17:42	`CX25`	`Desk`	`Assembly`	`Died`	2011-03-12 00:00:00
`201120120AB306`	`20112012`	`0`	`AB`	306	`Enrolled`	NULL	NULL	NULL	NULL	`20110AB30693ENR`	`Y`	`HS_INT`	2012-02-02 15:51:17	NULL	`Desk`	`Assembly`	`Vetoed`	2011-03-12 00:00:00
`201120120AB307`	`20112012`	`0`	`AB`	307	`Chaptered`	`2011`	`CHP`	`0`	`266`	`20110AB30794CHP`	`Y`	`HS_INT`	2011-09-07 20:18:08	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120AB308`	`20112012`	`0`	`AB`	308	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB30897AMD`	`Y`	`HS_INT`	2011-08-25 16:12:59	`CS61`	`Committee`	`Senate`	`In Committee Process`	2011-03-12 00:00:00
`201120120AB309`	`20112012`	`0`	`AB`	309	`Chaptered`	`2011`	`CHP`	`0`	`543`	`20110AB30996CHP`	`Y`	`HS_INT`	2011-10-07 17:51:34	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120AB311`	`20112012`	`0`	`AB`	311	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB31198AMD`	`Y`	`HS_INT`	2012-02-02 12:27:25	`CX14`	`Desk`	`Assembly`	`Died`	2011-03-12 00:00:00
`201120120AB312`	`20112012`	`0`	`AB`	312	`Enrolled`	NULL	NULL	NULL	NULL	`20110AB31296ENR`	`Y`	`HS_INT`	2011-08-05 15:09:05	NULL	`Desk`	`Assembly`	`Vetoed`	2011-03-12 00:00:00
`201120120AB313`	`20112012`	`0`	`AB`	313	`Chaptered`	`2011`	`CHP`	`0`	`365`	`20110AB31392CHP`	`Y`	`HS_INT`	2011-09-30 17:12:49	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120SB218`	`20112012`	`0`	`SB`	218	`Introduced`	NULL	NULL	NULL	NULL	`20110SB21899INT`	`Y`	`HS_INT`	2012-02-06 14:09:15	`CS58`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120SB219`	`20112012`	`0`	`SB`	219	`Introduced`	NULL	NULL	NULL	NULL	`20110SB21999INT`	`Y`	`HS_INT`	2012-02-06 14:09:15	`CS58`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120SB220`	`20112012`	`0`	`SB`	220	`Chaptered`	`2011`	`CHP`	`0`	`126`	`20110SB22096CHP`	`Y`	`HS_INT`	2011-07-26 15:36:06	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120SB221`	`20112012`	`0`	`SB`	221	`Chaptered`	`2011`	`CHP`	`0`	`64`	`20110SB22194CHP`	`Y`	`HS_INT`	2011-07-12 07:59:56	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120SB222`	`20112012`	`0`	`SB`	222	`Chaptered`	`2011`	`CHP`	`0`	`509`	`20110SB22296CHP`	`Y`	`HS_INT`	2011-10-07 09:04:43	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120SB223`	`20112012`	`0`	`SB`	223	`Enrolled`	NULL	NULL	NULL	NULL	`20110SB22396ENR`	`Y`	`HS_INT`	2011-10-04 14:29:38	`Unfinished Business`	`Floor`	`Senate`	`In Floor Process`	2011-03-12 00:00:00
`201120120SB227`	`20112012`	`0`	`SB`	227	`Introduced`	NULL	NULL	NULL	NULL	`20110SB22799INT`	`Y`	`HS_INT`	2012-02-06 14:09:15	`CS58`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120SB228`	`20112012`	`0`	`SB`	228	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB22897AMD`	`Y`	`HS_INT`	2012-02-01 15:16:45	`CS61`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120AB314`	`20112012`	`0`	`AB`	314	`Introduced`	NULL	NULL	NULL	NULL	`20110AB31499INT`	`Y`	`HS_INT`	2012-02-02 12:15:14	`CX33`	`Desk`	`Assembly`	`Died`	2011-03-12 00:00:00
`201120120AB316`	`20112012`	`0`	`AB`	316	`Chaptered`	`2011`	`CHP`	`0`	`317`	`20110AB31693CHP`	`Y`	`HS_INT`	2011-09-27 11:42:36	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120AB317`	`20112012`	`0`	`AB`	317	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB31795AMD`	`Y`	`HS_INT`	2012-02-16 15:34:15	`CS53`	`Committee`	`Senate`	`In Committee Process`	2011-03-12 00:00:00
`201120120SB230`	`20112012`	`0`	`SB`	230	`Introduced`	NULL	NULL	NULL	NULL	`20110SB23099INT`	`Y`	`HS_INT`	2012-02-06 14:09:16	`CS58`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120SB231`	`20112012`	`0`	`SB`	231	`Introduced`	NULL	NULL	NULL	NULL	`20110SB23199INT`	`Y`	`HS_INT`	2012-02-06 14:09:16	`CS58`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120SB232`	`20112012`	`0`	`SB`	232	`Introduced`	NULL	NULL	NULL	NULL	`20110SB23299INT`	`Y`	`HS_INT`	2012-02-06 14:09:16	`CS58`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120SB235`	`20112012`	`0`	`SB`	235	`Chaptered`	`2011`	`CHP`	`0`	`122`	`20110SB23595CHP`	`Y`	`HS_INT`	2011-07-26 14:08:17	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120AB319`	`20112012`	`0`	`AB`	319	`Chaptered`	`2011`	`CHP`	`0`	`672`	`20110AB31994CHP`	`Y`	`HS_INT`	2011-10-10 12:49:15	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120AB320`	`20112012`	`0`	`AB`	320	`Chaptered`	`2011`	`CHP`	`0`	`570`	`20110AB32095CHP`	`Y`	`HS_INT`	2011-10-10 12:48:30	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120AB321`	`20112012`	`0`	`AB`	321	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB32198AMD`	`Y`	`HS_INT`	2012-02-01 11:17:43	`CX25`	`Desk`	`Assembly`	`Died`	2011-03-12 00:00:00
`201120120AB322`	`20112012`	`0`	`AB`	322	`Enrolled`	NULL	NULL	NULL	NULL	`20110AB32293ENR`	`Y`	`HS_INT`	2011-10-10 08:54:21	NULL	`Desk`	`Assembly`	`Vetoed`	2011-03-12 00:00:00
`201120120SB237`	`20112012`	`0`	`SB`	237	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB23798AMD`	`Y`	`HS_INT`	2012-02-01 15:16:46	`CS61`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120SB241`	`20112012`	`0`	`SB`	241	`Introduced`	NULL	NULL	NULL	NULL	`20110SB24199INT`	`Y`	`HS_INT`	2012-02-01 15:23:13	`CS64`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120SB242`	`20112012`	`0`	`SB`	242	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB24296AMD`	`Y`	`HS_INT`	2011-06-07 10:50:36	NULL	`Desk`	`Senate`	`Failed`	2011-03-12 00:00:00
`201120120SB240`	`20112012`	`0`	`SB`	240	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB24097AMD`	`Y`	`HS_INT`	2012-02-01 15:16:46	`CS61`	`Desk`	`Senate`	`Died`	2011-03-12 00:00:00
`201120120SB217`	`20112012`	`0`	`SB`	217	`Chaptered`	`2011`	`CHP`	`0`	`444`	`20110SB21792CHP`	`Y`	`HS_INT`	2011-10-04 08:40:09	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120AB300`	`20112012`	`0`	`AB`	300	`Chaptered`	`2011`	`CHP`	`0`	`638`	`20110AB30093CHP`	`Y`	`HS_INT`	2011-10-10 12:04:18	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120AB315`	`20112012`	`0`	`AB`	315	`Chaptered`	`2011`	`CHP`	`0`	`83`	`20110AB31595CHP`	`Y`	`HS_INT`	2011-07-15 19:15:28	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-12 00:00:00
`201120120SB243`	`20112012`	`0`	`SB`	243	`Introduced`	NULL	NULL	NULL	NULL	`20110SB24399INT`	`Y`	`HS_INT`	2012-02-06 14:09:17	`CS58`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120AB78`	`20112012`	`0`	`AB`	78	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB7897AMD`	`Y`	`HS_INT`	2012-02-02 12:27:15	`CX13`	`Desk`	`Assembly`	`Died`	2011-02-03 00:00:00
`201120120AB323`	`20112012`	`0`	`AB`	323	`Introduced`	NULL	NULL	NULL	NULL	`20110AB32399INT`	`Y`	`HS_INT`	2012-02-01 11:21:31	NULL	`Desk`	`Assembly`	`Died`	2011-03-13 00:00:00
`201120120AB325`	`20112012`	`0`	`AB`	325	`Enrolled`	NULL	NULL	NULL	NULL	`20110AB32592ENR`	`Y`	`HS_INT`	2011-10-10 08:54:24	NULL	`Desk`	`Assembly`	`Vetoed`	2011-03-13 00:00:00
`201120120SB244`	`20112012`	`0`	`SB`	244	`Chaptered`	`2011`	`CHP`	`0`	`513`	`20110SB24487CHP`	`Y`	`HS_INT`	2011-10-10 11:01:24	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-13 00:00:00
`201120120SB245`	`20112012`	`0`	`SB`	245	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110SB24595AMD`	`Y`	`HS_INT`	2011-07-11 10:44:08	`CX34`	`Committee`	`Assembly`	`In Committee Process`	2011-03-13 00:00:00
`201120120SB246`	`20112012`	`0`	`SB`	246	`Introduced`	NULL	NULL	NULL	NULL	`20110SB24699INT`	`Y`	`HS_INT`	2012-02-01 15:16:47	`CS61`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120SB247`	`20112012`	`0`	`SB`	247	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB24798AMD`	`Y`	`HS_INT`	2012-02-01 15:20:28	`CS72`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120SB248`	`20112012`	`0`	`SB`	248	`Introduced`	NULL	NULL	NULL	NULL	`20110SB24899INT`	`Y`	`HS_INT`	2011-04-06 15:07:03	`CS72`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120SB249`	`20112012`	`0`	`SB`	249	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110SB24997AMD`	`Y`	`HS_INT`	2011-08-22 12:11:09	`CX01`	`Committee`	`Assembly`	`In Committee Process`	2011-03-13 00:00:00
`201120120SB250`	`20112012`	`0`	`SB`	250	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110SB25096AMD`	`Y`	`HS_INT`	2011-09-02 13:52:21	`CX20`	`Committee`	`Assembly`	`In Committee Process`	2011-03-13 00:00:00
`201120120AB326`	`20112012`	`0`	`AB`	326	`Introduced`	NULL	NULL	NULL	NULL	`20110AB32699INT`	`Y`	`HS_INT`	2012-02-02 12:33:35	`CX18`	`Desk`	`Assembly`	`Died`	2011-03-13 00:00:00
`201120120AB327`	`20112012`	`0`	`AB`	327	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB32797AMD`	`Y`	`HS_INT`	2012-02-16 15:34:18	`CS72`	`Committee`	`Senate`	`In Committee Process`	2011-03-13 00:00:00
`201120120SB251`	`20112012`	`0`	`SB`	251	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB25198AMD`	`Y`	`HS_INT`	2012-02-01 15:16:47	`CS61`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120SB252`	`20112012`	`0`	`SB`	252	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB25296AMD`	`Y`	`HS_INT`	2011-07-06 09:43:57	`CX33`	`Committee`	`Assembly`	`In Committee Process`	2011-03-13 00:00:00
`201120120SB253`	`20112012`	`0`	`SB`	253	`Introduced`	NULL	NULL	NULL	NULL	`20110SB25399INT`	`Y`	`HS_INT`	2012-02-01 15:23:22	`CS60`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120AB328`	`20112012`	`0`	`AB`	328	`Amended Senate`	NULL	NULL	NULL	NULL	`20110AB32898AMD`	`Y`	`HS_INT`	2012-02-01 09:19:48	`CS53`	`Committee`	`Senate`	`In Committee Process`	2011-03-13 00:00:00
`201120120SB254`	`20112012`	`0`	`SB`	254	`Introduced`	NULL	NULL	NULL	NULL	`20110SB25499INT`	`Y`	`HS_INT`	2012-02-01 15:20:44	`CS53`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120SB255`	`20112012`	`0`	`SB`	255	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB25598AMD`	`Y`	`HS_INT`	2012-02-03 10:47:59	NULL	`Desk`	`Assembly`	`Pending Referral`	2011-03-13 00:00:00
`201120120AB329`	`20112012`	`0`	`AB`	329	`Chaptered`	`2011`	`CHP`	`0`	`26`	`20110AB32996CHP`	`Y`	`HS_INT`	2011-06-14 13:31:57	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-13 00:00:00
`201120120AB330`	`20112012`	`0`	`AB`	330	`Introduced`	NULL	NULL	NULL	NULL	`20110AB33099INT`	`Y`	`HS_INT`	2012-02-02 12:20:43	`CX10`	`Desk`	`Assembly`	`Died`	2011-03-13 00:00:00
`201120120AB331`	`20112012`	`0`	`AB`	331	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB33198AMD`	`Y`	`HS_INT`	2012-02-01 11:17:43	`CX25`	`Desk`	`Assembly`	`Died`	2011-03-13 00:00:00
`201120120AB332`	`20112012`	`0`	`AB`	332	`Chaptered`	`2011`	`CHP`	`0`	`366`	`20110AB33291CHP`	`Y`	`HS_INT`	2011-09-30 17:16:24	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-13 00:00:00
`201120120ACR18`	`20112012`	`0`	`ACR`	18	`Chaptered`	`2011`	`CHR`	`0`	`8`	`20110ACR1895CHP`	`Y`	`HS_INT`	2011-04-05 15:53:20	NULL	NULL	`Secretary of State`	`Chaptered`	NULL
`201120120AB333`	`20112012`	`0`	`AB`	333	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB33398AMD`	`Y`	`HS_INT`	2012-02-02 12:27:42	`CX16`	`Desk`	`Assembly`	`Died`	2011-03-13 00:00:00
`201120120AB334`	`20112012`	`0`	`AB`	334	`Chaptered`	`2011`	`CHP`	`0`	`54`	`20110AB33496CHP`	`Y`	`HS_INT`	2011-07-05 20:10:02	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-13 00:00:00
`201120120HR7`	`20112012`	`0`	`HR`	7	`Introduced`	NULL	NULL	NULL	NULL	`20110HR799INT`	`Y`	`HS_INT`	2011-03-02 10:59:03	NULL	`Desk`	`Assembly`	`Passed`	NULL
`201120120AB335`	`20112012`	`0`	`AB`	335	`Chaptered`	`2011`	`CHP`	`0`	`544`	`20110AB33595CHP`	`Y`	`HS_INT`	2011-10-07 17:52:53	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-13 00:00:00
`201120120SB256`	`20112012`	`0`	`SB`	256	`Introduced`	NULL	NULL	NULL	NULL	`20110SB25699INT`	`Y`	`HS_INT`	2012-02-01 15:23:22	`CS60`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120SB257`	`20112012`	`0`	`SB`	257	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB25797AMD`	`Y`	`HS_INT`	2011-07-07 15:04:02	`CX03`	`Committee`	`Assembly`	`In Committee Process`	2011-03-13 00:00:00
`201120120SB258`	`20112012`	`0`	`SB`	258	`Introduced`	NULL	NULL	NULL	NULL	`20110SB25899INT`	`Y`	`HS_INT`	2012-02-06 14:09:17	`CS58`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120AB336`	`20112012`	`0`	`AB`	336	`Amended Assembly`	NULL	NULL	NULL	NULL	`20110AB33698AMD`	`Y`	`HS_INT`	2012-02-02 12:15:12	`CX27`	`Desk`	`Assembly`	`Died`	2011-03-13 00:00:00
`201120120SB259`	`20112012`	`0`	`SB`	259	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB25998AMD`	`Y`	`HS_INT`	2012-02-03 10:51:03	NULL	`Desk`	`Assembly`	`Pending Referral`	2011-03-13 00:00:00
`201120120SB260`	`20112012`	`0`	`SB`	260	`Amended Senate`	NULL	NULL	NULL	NULL	`20110SB26098AMD`	`Y`	`HS_INT`	2012-02-01 15:20:28	`CS72`	`Desk`	`Senate`	`Died`	2011-03-13 00:00:00
`201120120AB337`	`20112012`	`0`	`AB`	337	`Chaptered`	`2011`	`CHP`	`0`	`273`	`20110AB33795CHP`	`Y`	`HS_INT`	2011-09-07 20:29:18	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-13 00:00:00
`201120120AB338`	`20112012`	`0`	`AB`	338	`Amended Senate`	NULL	NULL	NULL	NULL	`20110AB33897AMD`	`Y`	`HS_INT`	2012-02-17 20:11:39	`CS64`	`Committee`	`Senate`	`In Committee Process`	2011-03-13 00:00:00
`201120120AB339`	`20112012`	`0`	`AB`	339	`Chaptered`	`2011`	`CHP`	`0`	`609`	`20110AB33994CHP`	`Y`	`HS_INT`	2011-10-10 17:36:14	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-13 00:00:00
`201120120AB340`	`20112012`	`0`	`AB`	340	`Amended Senate`	NULL	NULL	NULL	NULL	`20110AB34092AMD`	`Y`	`HS_INT`	2011-10-13 13:55:18	`In Conference`	`Floor`	`Legislature`	`In Floor Process`	2011-03-13 00:00:00
`201120120AB341`	`20112012`	`0`	`AB`	341	`Chaptered`	`2011`	`CHP`	`0`	`476`	`20110AB34192CHP`	`Y`	`HS_INT`	2011-10-07 10:03:47	NULL	NULL	`Secretary of State`	`Chaptered`	2011-03-13 00:00:00
`201120120AB342`	`20112012`	`0`	`AB`	342	`Amended Senate`	NULL	NULL	NULL	NULL	`20110AB34298AMD`	`Y`	`HS_INT`	2012-02-01 10:13:07	`Third Reading`	`Floor`	`Senate`	`In Floor Process`	2011-03-13 00:00:00
