`20110SR299INT`	`201120120SR2`	99	2010-12-06 00:00:00	`Introduced`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_11.lob	`Y`	`LEG_ESI`	2010-12-06 18:40:22
`20110SB3899INT`	`201120120SB38`	99	2010-12-06 00:00:00	`Introduced`	NULL	`Radiation control: health facilities and clinics: records.`	`Two Thirds`	`No`	`Yes`	`No`	NULL	`Yes`	`No`	BILL_VERSION_TBL_12.lob	`Y`	`LEG_ESI`	2010-12-06 18:40:47
`20110SR199INT`	`201120120SR1`	99	2010-12-06 00:00:00	`Introduced`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_13.lob	`Y`	`LEG_ESI`	2010-12-06 18:41:00
`20110SB3799INT`	`201120120SB37`	99	2010-12-06 00:00:00	`Introduced`	NULL	`Energy: State Energy Resources Conservation and Development Commission: natural gas.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_14.lob	`Y`	`LEG_ESI`	2010-12-06 18:41:22
`20110SB3999INT`	`201120120SB39`	99	2010-12-06 00:00:00	`Introduced`	NULL	`Alcoholic beverages: caffeinated beer beverages.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_15.lob	`Y`	`LEG_ESI`	2010-12-06 18:41:57
`20110AB6199INT`	`201120120AB61`	99	2010-12-07 00:00:00	`Introduced`	NULL	` Neighborhood electric vehicles. `	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_16.lob	`Y`	`LEG_ESI`	2010-12-07 16:29:24
`20110SB4099INT`	`201120120SB40`	99	2010-12-06 00:00:00	`Introduced`	NULL	`Internet poker.`	`Two Thirds`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_17.lob	`Y`	`LEG_ESI`	2010-12-06 18:42:36
`20110SR499INT`	`201120120SR4`	99	2010-12-06 00:00:00	`Introduced`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_18.lob	`Y`	`LEG_ESI`	2010-12-06 18:44:52
`20110SR599INT`	`201120120SR5`	99	2010-12-06 00:00:00	`Introduced`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_19.lob	`Y`	`LEG_ESI`	2010-12-06 18:45:32
`20110SCR198ENR`	`201120120SCR1`	98	2010-12-07 00:00:00	`Enrolled`	NULL	`Legislative Counsel of California.`	NULL	NULL	`No`	NULL	NULL	`No`	`No`	BILL_VERSION_TBL_20.lob	`Y`	`LEG_ESI`	2010-12-07 17:25:00
`20110AB6099INT`	`201120120AB60`	99	2010-12-07 00:00:00	`Introduced`	NULL	`Sentencing.`	`Two Thirds`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_21.lob	`Y`	`LEG_ESI`	2010-12-07 16:28:51
`20110SR399INT`	`201120120SR3`	99	2010-12-06 00:00:00	`Introduced`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_22.lob	`Y`	`LEG_ESI`	2010-12-07 12:54:40
`20110AB6299INT`	`201120120AB62`	99	2010-12-07 00:00:00	`Introduced`	NULL	`Medi-Cal: hospitals: quality assurance fee.`	`Two Thirds`	`Yes`	`Yes`	`No`	NULL	`Yes`	`No`	BILL_VERSION_TBL_23.lob	`Y`	`LEG_ESI`	2010-12-07 16:30:03
`20110SB4199INT`	`201120120SB41`	99	2010-12-07 00:00:00	`Introduced`	NULL	`Hypodermic needles and syringes.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_24.lob	`Y`	`LEG_ESI`	2010-12-07 17:13:26
`20110AB5999INT`	`201120120AB59`	99	2010-12-07 00:00:00	`Introduced`	NULL	`Family and medical leave.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_25.lob	`Y`	`LEG_ESI`	2010-12-07 16:27:59
`20110SR198ENR`	`201120120SR1`	98	2010-12-07 00:00:00	`Enrolled`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_26.lob	`Y`	`LEG_ESI`	2010-12-07 17:25:18
`20110SR298ENR`	`201120120SR2`	98	2010-12-07 00:00:00	`Enrolled`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_27.lob	`Y`	`LEG_ESI`	2010-12-07 17:25:36
`20110SR398ENR`	`201120120SR3`	98	2010-12-07 00:00:00	`Enrolled`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_28.lob	`Y`	`LEG_ESI`	2010-12-07 17:25:54
`20110SR498ENR`	`201120120SR4`	98	2010-12-07 00:00:00	`Enrolled`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_29.lob	`Y`	`LEG_ESI`	2010-12-07 17:26:14
`20110SR598ENR`	`201120120SR5`	98	2010-12-07 00:00:00	`Enrolled`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_30.lob	`Y`	`LEG_ESI`	2010-12-07 17:26:34
`20110SB4399INT`	`201120120SB43`	99	2010-12-08 00:00:00	`Introduced`	NULL	`Food Stamp Employment and Training program.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_31.lob	`Y`	`LEG_ESI`	2010-12-08 17:45:30
`20110SB4499INT`	`201120120SB44`	99	2010-12-08 00:00:00	`Introduced`	NULL	`Public utilities: gas pipeline emergency response standards. `	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_32.lob	`Y`	`LEG_ESI`	2010-12-08 17:50:34
`20110AB6799INT`	`201120120AB67`	99	2010-12-13 00:00:00	`Introduced`	NULL	`Sentencing: methamphetamine.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_33.lob	`Y`	`LEG_ESI`	2010-12-13 18:25:19
`20110SCR197CHP`	`201120120SCR1`	97	2010-12-08 00:00:00	`Chaptered`	NULL	`Legislative Counsel of California.`	NULL	NULL	`No`	NULL	NULL	`No`	`No`	BILL_VERSION_TBL_34.lob	`Y`	`LEG_ESI`	2010-12-08 18:35:26
`20110SB4299INT`	`201120120SB42`	99	2010-12-08 00:00:00	`Introduced`	NULL	`Health care service plans: shared savings agreements.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_35.lob	`Y`	`LEG_ESI`	2010-12-08 17:44:33
`20110SB4599INT`	`201120120SB45`	99	2010-12-08 00:00:00	`Introduced`	NULL	`Internet gambling.`	`Two Thirds`	`No`	`Yes`	`Yes`	NULL	`Yes`	`No`	BILL_VERSION_TBL_36.lob	`Y`	`LEG_ESI`	2010-12-10 09:32:37
`20110AB6499INT`	`201120120AB64`	99	2010-12-09 00:00:00	`Introduced`	NULL	`State parks: California Citrus State Historic Park: operating agreement.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_37.lob	`Y`	`LEG_ESI`	2010-12-09 17:26:40
`20110AB6599INT`	`201120120AB65`	99	2010-12-09 00:00:00	`Introduced`	NULL	`Initiatives: fiscal impact: disclaimer.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_38.lob	`Y`	`LEG_ESI`	2010-12-09 17:30:56
`20110SB4699INT`	`201120120SB46`	99	2010-12-09 00:00:00	`Introduced`	NULL	`Local government: compensation disclosure.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_39.lob	`Y`	`LEG_ESI`	2010-12-09 17:35:10
`20110ACA1099INT`	`201120120ACA10`	99	2010-12-09 00:00:00	`Introduced`	NULL	`Initiatives.`	`Two Thirds`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_40.lob	`Y`	`LEG_ESI`	2010-12-09 17:20:42
`20110ACA1199INT`	`201120120ACA11`	99	2010-12-09 00:00:00	`Introduced`	NULL	`Initiatives: election qualification: signatures.`	`Two Thirds`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_41.lob	`Y`	`LEG_ESI`	2010-12-09 17:21:09
`20110ACA1299INT`	`201120120ACA12`	99	2010-12-09 00:00:00	`Introduced`	NULL	`Statewide initiative measures: legislative amendment.`	`Two Thirds`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_42.lob	`Y`	`LEG_ESI`	2010-12-09 17:25:34
`20110AB6399INT`	`201120120AB63`	99	2010-12-09 00:00:00	`Introduced`	NULL	`Public postsecondary education: tuition and fees.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_43.lob	`Y`	`LEG_ESI`	2010-12-09 17:26:09
`20110ACA999INT`	`201120120ACA9`	99	2010-12-09 00:00:00	`Introduced`	NULL	`Initiative measures: supermajority requirement.`	`Two Thirds`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_44.lob	`Y`	`LEG_ESI`	2010-12-09 17:19:08
`20110SB4799INT`	`201120120SB47`	99	2010-12-13 00:00:00	`Introduced`	NULL	`Sales and use taxes: exemption: manufacturing and research activities.`	`Majority`	`No`	`Yes`	`No`	NULL	`Yes`	`Yes`	BILL_VERSION_TBL_45.lob	`Y`	`LEG_ESI`	2010-12-13 18:27:02
`20110SB4899INT`	`201120120SB48`	99	2010-12-13 00:00:00	`Introduced`	NULL	`Instruction: prohibition of discriminatory content.`	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_46.lob	`Y`	`LEG_ESI`	2010-12-13 18:27:45
`20111AB999INT`	`201120121AB9`	99	2010-12-13 00:00:00	`Introduced`	NULL	`Taxation: vehicle license fees.`	`Two Thirds`	`Yes`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_47.lob	`Y`	`LEG_ESI`	2010-12-13 18:26:04
`20110SB5099INT`	`201120120SB50`	99	2010-12-15 00:00:00	`Introduced`	NULL	`Conflicts of interest: disqualification.`	`Two Thirds`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_48.lob	`Y`	`LEG_ESI`	2010-12-15 16:35:18
`20110AB6699INT`	`201120120AB66`	99	2010-12-13 00:00:00	`Introduced`	NULL	`Taxation: vehicle license fees.`	`Two Thirds`	`Yes`	`Yes`	`No`	NULL	`Yes`	`No`	BILL_VERSION_TBL_49.lob	`Y`	`LEG_ESI`	2010-12-13 18:23:52
`20110AB6899INT`	`201120120AB68`	99	2010-12-14 00:00:00	`Introduced`	NULL	`Tax Equity Allocation formula: County of Santa Clara.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_50.lob	`Y`	`LEG_ESI`	2010-12-14 16:28:51
`20110SB5199INT`	`201120120SB51`	99	2010-12-15 00:00:00	`Introduced`	NULL	`Health care coverage.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_51.lob	`Y`	`LEG_ESI`	2010-12-15 16:35:47
`20110SB5299INT`	`201120120SB52`	99	2010-12-15 00:00:00	`Introduced`	NULL	`Water quality: Sacramento Regional County Sanitation District.`	`Majority`	`Yes`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_52.lob	`Y`	`LEG_ESI`	2010-12-15 16:36:34
`20110AB7199INT`	`201120120AB71`	99	2010-12-20 00:00:00	`Introduced`	NULL	`Political Reform Act of 1974: lobbyists.`	`Two Thirds`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_53.lob	`Y`	`LEG_ESI`	2010-12-20 16:32:34
`20110AB6999INT`	`201120120AB69`	99	2010-12-15 00:00:00	`Introduced`	NULL	`Senior nutrition benefits.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_54.lob	`Y`	`LEG_ESI`	2010-12-15 15:34:20
`20110SB4999INT`	`201120120SB49`	99	2010-12-15 00:00:00	`Introduced`	NULL	`Local government: emergency response: fees.`	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_55.lob	`Y`	`LEG_ESI`	2010-12-15 16:34:45
`20110SR699INT`	`201120120SR6`	99	2010-12-16 00:00:00	`Introduced`	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BILL_VERSION_TBL_56.lob	`Y`	`LEG_ESI`	2010-12-16 17:34:14
`20110SB5399INT`	`201120120SB53`	99	2010-12-16 00:00:00	`Introduced`	NULL	`Real estate licensees.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_57.lob	`Y`	`LEG_ESI`	2010-12-16 17:31:31
`20110AB7099INT`	`201120120AB70`	99	2010-12-16 00:00:00	`Introduced`	NULL	`California Health and Human Services Agency: public health: federal grant opportunities.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_58.lob	`Y`	`LEG_ESI`	2010-12-16 16:05:45
`20110AB7399INT`	`201120120AB73`	99	2010-12-21 00:00:00	`Introduced`	NULL	`Dependency proceedings: public access.`	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_59.lob	`Y`	`LEG_ESI`	2010-12-21 15:52:57
`20110SB5699INT`	`201120120SB56`	99	2010-12-21 00:00:00	`Introduced`	NULL	`Apprenticeship oversight. `	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_60.lob	`Y`	`LEG_ESI`	2010-12-21 16:25:23
`20110SB5899INT`	`201120120SB58`	99	2010-12-21 00:00:00	`Introduced`	NULL	`Antelope Valley Fairgrounds EE and PV Synergy Demonstration Project.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_61.lob	`Y`	`LEG_ESI`	2010-12-21 16:26:39
`20110AB7499INT`	`201120120AB74`	99	2010-12-21 00:00:00	`Introduced`	NULL	`Public events: Raves: prohibitions.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_62.lob	`Y`	`LEG_ESI`	2010-12-21 15:53:32
`20110SB5999INT`	`201120120SB59`	99	2010-12-21 00:00:00	`Introduced`	NULL	`Parole: release.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_63.lob	`Y`	`LEG_ESI`	2010-12-21 16:27:18
`20110AB7699INT`	`201120120AB76`	99	2010-12-22 00:00:00	`Introduced`	NULL	`High-speed rail. `	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_64.lob	`Y`	`LEG_ESI`	2010-12-22 15:29:42
`20110AB7299INT`	`201120120AB72`	99	2010-12-21 00:00:00	`Introduced`	NULL	`Health care coverage: acupuncture.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_65.lob	`Y`	`LEG_ESI`	2010-12-21 15:52:25
`20110SB6199INT`	`201120120SB61`	99	2010-12-22 00:00:00	`Introduced`	NULL	`Wiretapping: authorization. `	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_66.lob	`Y`	`LEG_ESI`	2010-12-22 12:27:25
`20110AB7999INT`	`201120120AB79`	99	2011-01-03 00:00:00	`Introduced`	NULL	`University of California: venture development: tax credit.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_67.lob	`Y`	`LEG_ESI`	2011-01-03 17:06:27
`20110SB6099INT`	`201120120SB60`	99	2010-12-22 00:00:00	`Introduced`	NULL	`Mental health: worker and patient safety.`	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_68.lob	`Y`	`LEG_ESI`	2010-12-22 12:26:54
`20110AB7599INT`	`201120120AB75`	99	2010-12-22 00:00:00	`Introduced`	NULL	`Documents: notaries public: solicitations.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_69.lob	`Y`	`LEG_ESI`	2010-12-22 15:27:54
`20110ACA1399INT`	`201120120ACA13`	99	2010-12-29 00:00:00	`Introduced`	NULL	`State budget.`	`Two Thirds`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_70.lob	`Y`	`LEG_ESI`	2010-12-29 16:29:29
`20110SB6399INT`	`201120120SB63`	99	2011-01-05 00:00:00	`Introduced`	NULL	`Environmental Sustainability of Local Communities.`	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_71.lob	`Y`	`LEG_ESI`	2011-01-05 16:17:56
`20110AB7899INT`	`201120120AB78`	99	2011-01-03 00:00:00	`Introduced`	NULL	`Immigration: advisory election.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`Yes`	`No`	BILL_VERSION_TBL_72.lob	`Y`	`LEG_ESI`	2011-01-03 17:06:35
`20110AB7799INT`	`201120120AB77`	99	2011-01-03 00:00:00	`Introduced`	NULL	`Governmental reorganization: tax functions.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_73.lob	`Y`	`LEG_ESI`	2011-01-03 17:06:20
`20110AB8099INT`	`201120120AB80`	99	2011-01-03 00:00:00	`Introduced`	NULL	`Presidential primary: election date.`	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_74.lob	`Y`	`LEG_ESI`	2011-01-03 17:06:12
`20110SB6299INT`	`201120120SB62`	99	2011-01-03 00:00:00	`Introduced`	NULL	`Local government: Los Angeles County: notice of recordation.`	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_75.lob	`Y`	`LEG_ESI`	2011-01-03 17:06:01
`20111AB1099INT`	`201120121AB10`	99	2011-01-04 00:00:00	`Introduced`	NULL	`Prison health care: overpayments.`	`Two Thirds`	`Yes`	`Yes`	`No`	NULL	`Yes`	`No`	BILL_VERSION_TBL_76.lob	`Y`	`LEG_ESI`	2011-01-04 16:07:37
`20110AB8199INT`	`201120120AB81`	99	2011-01-04 00:00:00	`Introduced`	NULL	`Fuel taxes: aircraft jet fuel dealers: rate.`	`Majority`	`No`	`Yes`	`No`	NULL	`Yes`	`Yes`	BILL_VERSION_TBL_77.lob	`Y`	`LEG_ESI`	2011-01-04 16:07:44
`20110AB8299INT`	`201120120AB82`	99	2011-01-04 00:00:00	`Introduced`	NULL	`Vehicles: firefighting equipment.`	`Two Thirds`	`No`	`Yes`	`No`	NULL	`Yes`	`No`	BILL_VERSION_TBL_78.lob	`Y`	`LEG_ESI`	2011-01-04 16:07:29
`20110ACR299INT`	`201120120ACR2`	99	2011-01-04 00:00:00	`Introduced`	NULL	`Spay Day USA 2011.`	NULL	NULL	`No`	NULL	NULL	`No`	`No`	BILL_VERSION_TBL_79.lob	`Y`	`LEG_ESI`	2011-01-04 16:07:16
`20110AB8699INT`	`201120120AB86`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Charter schools: authorization: petition.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_80.lob	`Y`	`LEG_ESI`	2011-01-06 16:34:28
`20110AB8499INT`	`201120120AB84`	99	2011-01-05 00:00:00	`Introduced`	NULL	`Elections: new citizens.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_81.lob	`Y`	`LEG_ESI`	2011-01-05 16:17:40
`20110AB8399INT`	`201120120AB83`	99	2011-01-05 00:00:00	`Introduced`	NULL	`Environment: CEQA exemption: recycled water pipeline.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_82.lob	`Y`	`LEG_ESI`	2011-01-05 16:17:49
`20110SB6499INT`	`201120120SB64`	99	2011-01-05 00:00:00	`Introduced`	NULL	`State mandates: school district test claims: procedure.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_83.lob	`Y`	`LEG_ESI`	2011-01-05 16:17:29
`20110AB8799INT`	`201120120AB87`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Home furnishings: inspections: compensation. `	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_84.lob	`Y`	`LEG_ESI`	2011-01-06 16:35:54
`20110AB8899INT`	`201120120AB88`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Food labeling: genetically engineered food.`	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_85.lob	`Y`	`LEG_ESI`	2011-01-06 16:37:08
`20110SB6599INT`	`201120120SB65`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Pupil health: prescription pancreatic enzymes.`	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_86.lob	`Y`	`LEG_ESI`	2011-01-06 17:30:44
`20110SCR399INT`	`201120120SCR3`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Martin Luther King, Jr. Day.`	NULL	NULL	`No`	NULL	NULL	`No`	`No`	BILL_VERSION_TBL_87.lob	`Y`	`LEG_ESI`	2011-01-06 17:32:34
`20110SB6699INT`	`201120120SB66`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Imperial County: registrar of voters.`	`Two Thirds`	`No`	`No`	`No`	NULL	`Yes`	`No`	BILL_VERSION_TBL_88.lob	`Y`	`LEG_ESI`	2011-01-06 17:31:32
`20110AB8999INT`	`201120120AB89`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Retirement: public employees.`	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_89.lob	`Y`	`LEG_ESI`	2011-01-06 16:37:41
`20110SCA699INT`	`201120120SCA6`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Revised biennial session.`	`Two Thirds`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_90.lob	`Y`	`LEG_ESI`	2011-01-06 17:32:01
`20110AB9099INT`	`201120120AB90`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Human trafficking: minors.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_91.lob	`Y`	`LEG_ESI`	2011-01-06 16:38:09
`20110ACR399INT`	`201120120ACR3`	99	2011-01-06 00:00:00	`Introduced`	NULL	`Korean-American Day.`	NULL	NULL	`No`	NULL	NULL	`No`	`No`	BILL_VERSION_TBL_92.lob	`Y`	`LEG_ESI`	2011-01-06 16:39:20
`20110AB8599INT`	`201120120AB85`	99	2011-01-06 00:00:00	`Introduced`	NULL	`School facilities: security locks. `	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_93.lob	`Y`	`LEG_ESI`	2011-01-06 16:33:09
`20110AB13499INT`	`201120120AB134`	99	2011-01-12 00:00:00	`Introduced`	NULL	`Appropriation of water: Sacramento Regional County Sanitation District. `	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_94.lob	`Y`	`LEG_ESI`	2011-01-12 16:40:17
`20110AB13599INT`	`201120120AB135`	99	2011-01-12 00:00:00	`Introduced`	NULL	`State Air Resources Board: membership: small business owner. `	`Majority`	`No`	`Yes`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_95.lob	`Y`	`LEG_ESI`	2011-01-12 16:40:49
`20110AB13699INT`	`201120120AB136`	99	2011-01-12 00:00:00	`Introduced`	NULL	`Telecommunications: universal service: deaf and disabled. `	`Majority`	`No`	`No`	`No`	NULL	`No`	`No`	BILL_VERSION_TBL_96.lob	`Y`	`LEG_ESI`	2011-01-12 16:41:33
`20110AB13799INT`	`201120120AB137`	99	2011-01-12 00:00:00	`Introduced`	NULL	`Health care coverage: mammographies.`	`Majority`	`No`	`Yes`	`Yes`	NULL	`No`	`No`	BILL_VERSION_TBL_97.lob	`Y`	`LEG_ESI`	2011-01-12 16:41:57
`20110ACR599INT`	`201120120ACR5`	99	2011-01-12 00:00:00	`Introduced`	NULL	`Martin Luther King, Jr. Day.`	NULL	NULL	`No`	NULL	NULL	`No`	`No`	BILL_VERSION_TBL_98.lob	`Y`	`LEG_ESI`	2011-01-12 16:52:37
`20110ACR699INT`	`201120120ACR6`	99	2011-01-12 00:00:00	`Introduced`	NULL	`Human trafficking.`	NULL	NULL	`No`	NULL	NULL	`No`	`No`	BILL_VERSION_TBL_99.lob	`Y`	`LEG_ESI`	2011-01-12 16:53:06
